Team,Spielernummer,Anzahl,Event,Jahr
Kornwestheim Cougars,12.0,1,Safety (+2),2024
Kornwestheim Cougars,14.0,1,Strafe,2024
Kornwestheim Cougars,14.0,32,Touchdown,2024
Kornwestheim Cougars,14.0,11,1-Extra-Punkt,2024
Kornwestheim Cougars,14.0,23,First Down,2024
Kornwestheim Cougars,15.0,5,First Down,2024
Kornwestheim Cougars,15.0,3,Strafe,2024
Kornwestheim Cougars,15.0,3,Interception,2024
Kornwestheim Cougars,15.0,18,Touchdown,2024
Kornwestheim Cougars,15.0,2,2-Extra-Punkte,2024
Kornwestheim Cougars,15.0,3,1-Extra-Punkt,2024
Kornwestheim Cougars,16.0,2,Safety (+2),2024
Kornwestheim Cougars,17.0,4,Touchdown,2024
Kornwestheim Cougars,17.0,3,1-Extra-Punkt,2024
Kornwestheim Cougars,18.0,2,First Down,2024
Kornwestheim Cougars,18.0,1,Touchdown,2024
Kornwestheim Cougars,19.0,9,Interception,2024
Kornwestheim Cougars,19.0,1,1-Extra-Punkt,2024
Kornwestheim Cougars,19.0,3,Touchdown,2024
Kornwestheim Cougars,19.0,2,Strafe,2024
Kornwestheim Cougars,19.0,2,First Down,2024
Kornwestheim Cougars,20.0,2,First Down,2024
Kornwestheim Cougars,20.0,1,Interception,2024
Kornwestheim Cougars,20.0,1,Touchdown,2024
Kornwestheim Cougars,20.0,3,Strafe,2024
Kornwestheim Cougars,21.0,5,2-Extra-Punkte,2024
Kornwestheim Cougars,21.0,12,Touchdown,2024
Kornwestheim Cougars,21.0,1,Strafe,2024
Kornwestheim Cougars,21.0,12,First Down,2024
Kornwestheim Cougars,21.0,1,Interception,2024
Kornwestheim Cougars,21.0,13,1-Extra-Punkt,2024
Kornwestheim Cougars,87.0,1,First Down,2024
Kornwestheim Cougars,99.0,1,Touchdown,2024
Langenfeld Longhorns,2.0,10,Touchdown,2023
Langenfeld Longhorns,2.0,3,Strafe,2023
Langenfeld Longhorns,2.0,2,2-Extra-Punkte,2023
Langenfeld Longhorns,2.0,3,1-Extra-Punkt,2023
Langenfeld Longhorns,2.0,7,First Down,2023
Langenfeld Longhorns,2.0,2,Interception,2023
Langenfeld Longhorns,7.0,2,Touchdown,2023
Langenfeld Longhorns,7.0,1,1-Extra-Punkt,2023
Langenfeld Longhorns,7.0,2,First Down,2023
Langenfeld Longhorns,10.0,3,1-Extra-Punkt,2023
Langenfeld Longhorns,10.0,2,First Down,2023
Langenfeld Longhorns,10.0,8,Interception,2023
Langenfeld Longhorns,10.0,3,Strafe,2023
Langenfeld Longhorns,10.0,3,Touchdown,2023
Langenfeld Longhorns,12.0,2,Touchdown,2023
Langenfeld Longhorns,13.0,13,Touchdown,2023
Langenfeld Longhorns,13.0,2,1-Extra-Punkt,2023
Langenfeld Longhorns,13.0,9,First Down,2023
Langenfeld Longhorns,13.0,1,Strafe,2023
Langenfeld Longhorns,14.0,1,Touchdown,2023
Langenfeld Longhorns,14.0,1,First Down,2023
Langenfeld Longhorns,32.0,9,Strafe,2023
Langenfeld Longhorns,32.0,4,Interception,2023
Langenfeld Longhorns,32.0,1,Touchdown,2023
Langenfeld Longhorns,33.0,1,2-Extra-Punkte,2023
Langenfeld Longhorns,33.0,2,First Down,2023
Langenfeld Longhorns,40.0,1,Strafe,2023
Langenfeld Longhorns,40.0,1,Interception,2023
Langenfeld Longhorns,42.0,1,First Down,2023
Langenfeld Longhorns,59.0,1,First Down,2023
Langenfeld Longhorns,75.0,1,First Down,2023
Langenfeld Longhorns,83.0,1,Interception,2023
Langenfeld Longhorns,85.0,1,First Down,2023
Langenfeld Longhorns,87.0,2,2-Extra-Punkte,2023
Langenfeld Longhorns,87.0,4,Touchdown,2023
Langenfeld Longhorns,87.0,3,First Down,2023
Langenfeld Longhorns,87.0,1,1-Extra-Punkt,2023
Langenfeld Longhorns,88.0,1,2-Extra-Punkte,2023
Langenfeld Longhorns,88.0,2,Touchdown,2023
Langenfeld Longhorns,88.0,1,First Down,2023
Langenfeld Longhorns,88.0,1,Strafe,2023
Langenfeld Longhorns,88.0,1,1-Extra-Punkt,2023
Langenfeld Longhorns,97.0,1,1-Extra-Punkt,2023
Langenfeld Longhorns,97.0,5,2-Extra-Punkte,2023
Langenfeld Longhorns,97.0,9,Touchdown,2023
Langenfeld Longhorns,97.0,7,First Down,2023
Langenfeld Longhorns,97.0,3,Strafe,2023
Langenfeld Longhorns,2.0,17,First Down,2024
Langenfeld Longhorns,2.0,1,Strafe,2024
Langenfeld Longhorns,2.0,2,Interception,2024
Langenfeld Longhorns,2.0,2,1-Extra-Punkt,2024
Langenfeld Longhorns,2.0,6,Touchdown,2024
Langenfeld Longhorns,8.0,1,First Down,2024
Langenfeld Longhorns,9.0,1,Interception,2024
Langenfeld Longhorns,10.0,1,First Down,2024
Langenfeld Longhorns,12.0,3,Touchdown,2024
Langenfeld Longhorns,13.0,2,First Down,2024
Langenfeld Longhorns,13.0,7,Touchdown,2024
Langenfeld Longhorns,13.0,2,1-Extra-Punkt,2024
Langenfeld Longhorns,14.0,3,1-Extra-Punkt,2024
Langenfeld Longhorns,14.0,9,First Down,2024
Langenfeld Longhorns,14.0,3,Touchdown,2024
Langenfeld Longhorns,16.0,1,First Down,2024
Langenfeld Longhorns,17.0,1,Interception,2024
Langenfeld Longhorns,19.0,2,2-Extra-Punkte,2024
Langenfeld Longhorns,19.0,4,First Down,2024
Langenfeld Longhorns,20.0,3,First Down,2024
Langenfeld Longhorns,20.0,1,Strafe,2024
Langenfeld Longhorns,20.0,2,Touchdown,2024
Langenfeld Longhorns,21.0,1,First Down,2024
Langenfeld Longhorns,33.0,1,Interception,2024
Langenfeld Longhorns,37.0,1,Interception,2024
Langenfeld Longhorns,42.0,3,Interception,2024
Langenfeld Longhorns,79.0,1,1-Extra-Punkt,2024
Langenfeld Longhorns,79.0,1,First Down,2024
Langenfeld Longhorns,87.0,6,First Down,2024
Langenfeld Longhorns,87.0,1,2-Extra-Punkte,2024
Langenfeld Longhorns,87.0,8,Touchdown,2024
Langenfeld Longhorns,87.0,2,1-Extra-Punkt,2024
Langenfeld Longhorns,87.0,1,Strafe,2024
Langenfeld Longhorns,88.0,2,First Down,2024
Langenfeld Longhorns,88.0,2,Touchdown,2024
Langenfeld Longhorns,88.0,4,1-Extra-Punkt,2024
Langenfeld Longhorns,97.0,1,1-Extra-Punkt,2024
Langenfeld Longhorns,97.0,10,First Down,2024
Langenfeld Longhorns,97.0,9,Touchdown,2024
Langenfeld Longhorns,99.0,1,Interception,2024
Leipzig Lions Flag Hunters,13.0,1,First Down,2022
Leipzig Lions Flag Hunters,13.0,3,1-Extra-Punkt,2022
Leipzig Lions Flag Hunters,13.0,2,Touchdown,2022
Leipzig Lions Flag Hunters,13.0,1,Interception,2022
Leipzig Lions Flag Hunters,19.0,1,Touchdown,2022
Leipzig Lions Flag Hunters,19.0,1,Strafe,2022
Leipzig Lions Flag Hunters,22.0,3,First Down,2022
Leipzig Lions Flag Hunters,22.0,2,1-Extra-Punkt,2022
Leipzig Lions Flag Hunters,22.0,11,Touchdown,2022
Leipzig Lions Flag Hunters,22.0,1,Strafe,2022
Leipzig Lions Flag Hunters,24.0,6,Touchdown,2022
Leipzig Lions Flag Hunters,24.0,2,First Down,2022
Leipzig Lions Flag Hunters,24.0,3,1-Extra-Punkt,2022
Leipzig Lions Flag Hunters,26.0,1,Strafe,2022
Leipzig Lions Flag Hunters,27.0,1,Touchdown,2022
Leipzig Lions Flag Hunters,29.0,2,Strafe,2022
Leipzig Lions Flag Hunters,29.0,1,Touchdown,2022
Leipzig Lions Flag Hunters,29.0,1,1-Extra-Punkt,2022
Leipzig Lions Flag Hunters,47.0,2,1-Extra-Punkt,2022
Leipzig Lions Flag Hunters,47.0,1,Strafe,2022
Leipzig Lions Flag Hunters,47.0,4,Touchdown,2022
Leipzig Lions Flag Hunters,88.0,1,Touchdown,2022
Leipzig Lions Flag Hunters,88.0,3,1-Extra-Punkt,2022
Leipzig Lions Flag Hunters,88.0,1,Strafe,2022
Leipzig Lions Flag Hunters,92.0,6,Touchdown,2022
Leipzig Lions Flag Hunters,92.0,3,1-Extra-Punkt,2022
Leipzig Lions Flag Hunters,92.0,1,First Down,2022
Leonberg Alligators,3.0,3,Interception,2024
Leonberg Alligators,3.0,2,1-Extra-Punkt,2024
Leonberg Alligators,3.0,6,Touchdown,2024
Leonberg Alligators,3.0,2,First Down,2024
Leonberg Alligators,4.0,28,Touchdown,2024
Leonberg Alligators,4.0,15,First Down,2024
Leonberg Alligators,4.0,2,Strafe,2024
Leonberg Alligators,4.0,1,2-Extra-Punkte,2024
Leonberg Alligators,4.0,9,1-Extra-Punkt,2024
Leonberg Alligators,5.0,4,1-Extra-Punkt,2024
Leonberg Alligators,5.0,3,Touchdown,2024
Leonberg Alligators,5.0,1,First Down,2024
Leonberg Alligators,5.0,1,Strafe,2024
Leonberg Alligators,9.0,15,1-Extra-Punkt,2024
Leonberg Alligators,9.0,9,Touchdown,2024
Leonberg Alligators,9.0,16,First Down,2024
Leonberg Alligators,9.0,2,Strafe,2024
Leonberg Alligators,11.0,1,Strafe,2024
Leonberg Alligators,12.0,1,Touchdown,2024
Leonberg Alligators,12.0,1,Interception,2024
Leonberg Alligators,13.0,12,First Down,2024
Leonberg Alligators,13.0,1,2-Extra-Punkte,2024
Leonberg Alligators,13.0,10,Touchdown,2024
Leonberg Alligators,13.0,2,Strafe,2024
Leonberg Alligators,13.0,14,1-Extra-Punkt,2024
Leonberg Alligators,16.0,1,1-Extra-Punkt,2024
Leonberg Alligators,16.0,2,First Down,2024
Leonberg Alligators,21.0,2,Touchdown,2024
Leonberg Alligators,21.0,4,Interception,2024
Leonberg Alligators,25.0,5,Interception,2024
Leonberg Alligators,25.0,1,1-Extra-Punkt,2024
Leonberg Alligators,25.0,1,Strafe,2024
Leonberg Alligators,25.0,3,Touchdown,2024
Leonberg Alligators,26.0,28,Touchdown,2024
Leonberg Alligators,26.0,1,2-Extra-Punkte,2024
Leonberg Alligators,26.0,6,Interception,2024
Leonberg Alligators,26.0,13,First Down,2024
Leonberg Alligators,26.0,9,1-Extra-Punkt,2024
Leonberg Alligators,26.0,5,Strafe,2024
Leonberg Alligators,26.0,1,Safety (+2),2024
Leonberg Alligators,31.0,1,2-Extra-Punkte,2024
Leonberg Alligators,32.0,2,Interception,2024
Leonberg Alligators,33.0,1,Strafe,2024
Leonberg Alligators,39.0,5,Touchdown,2024
Leonberg Alligators,39.0,1,Strafe,2024
Leonberg Alligators,39.0,6,First Down,2024
Leonberg Alligators,39.0,6,1-Extra-Punkt,2024
Leonberg Alligators,41.0,1,Interception,2024
Leonberg Alligators,41.0,2,Strafe,2024
Leonberg Alligators,42.0,1,Strafe,2024
Leonberg Alligators,44.0,1,First Down,2024
Leonberg Alligators,44.0,3,Strafe,2024
Leonberg Alligators,44.0,2,Interception,2024
Leonberg Alligators,44.0,1,Touchdown,2024
Leonberg Alligators,56.0,1,1-Extra-Punkt,2024
Leonberg Alligators,56.0,3,First Down,2024
Leonberg Alligators,56.0,2,Touchdown,2024
Leonberg Alligators,66.0,1,First Down,2024
Leonberg Alligators,74.0,1,Strafe,2024
Leonberg Alligators,74.0,1,Interception,2024
Leonberg Alligators,81.0,6,First Down,2024
Leonberg Alligators,81.0,2,Touchdown,2024
Leonberg Alligators,81.0,4,1-Extra-Punkt,2024
Lichtenberg Lions,1.0,6,Interception,2022
Lichtenberg Lions,1.0,7,1-Extra-Punkt,2022
Lichtenberg Lions,1.0,15,Touchdown,2022
Lichtenberg Lions,1.0,1,First Down,2022
Lichtenberg Lions,2.0,4,First Down,2022
Lichtenberg Lions,2.0,12,1-Extra-Punkt,2022
Lichtenberg Lions,2.0,8,Touchdown,2022
Lichtenberg Lions,3.0,1,First Down,2022
Lichtenberg Lions,5.0,2,2-Extra-Punkte,2022
Lichtenberg Lions,5.0,1,1-Extra-Punkt,2022
Lichtenberg Lions,5.0,8,Touchdown,2022
Lichtenberg Lions,5.0,4,Strafe,2022
Lichtenberg Lions,5.0,3,Interception,2022
Lichtenberg Lions,5.0,4,First Down,2022
Lichtenberg Lions,7.0,4,1-Extra-Punkt,2022
Lichtenberg Lions,7.0,3,Touchdown,2022
Lichtenberg Lions,7.0,3,Strafe,2022
Lichtenberg Lions,7.0,3,Interception,2022
Lichtenberg Lions,7.0,3,First Down,2022
Lichtenberg Lions,8.0,1,Strafe,2022
Lichtenberg Lions,8.0,4,Interception,2022
Lichtenberg Lions,8.0,1,First Down,2022
Lichtenberg Lions,8.0,2,1-Extra-Punkt,2022
Lichtenberg Lions,8.0,7,Touchdown,2022
Lichtenberg Lions,10.0,3,Touchdown,2022
Lichtenberg Lions,10.0,1,First Down,2022
Lichtenberg Lions,10.0,4,1-Extra-Punkt,2022
Lichtenberg Lions,11.0,2,1-Extra-Punkt,2022
Lichtenberg Lions,11.0,1,First Down,2022
Lichtenberg Lions,12.0,1,First Down,2022
Lichtenberg Lions,12.0,1,Strafe,2022
Lichtenberg Lions,13.0,2,2-Extra-Punkte,2022
Lichtenberg Lions,13.0,4,First Down,2022
Lichtenberg Lions,13.0,17,Touchdown,2022
Lichtenberg Lions,13.0,5,1-Extra-Punkt,2022
Lichtenberg Lions,14.0,1,1-Extra-Punkt,2022
Lichtenberg Lions,14.0,2,Touchdown,2022
Lichtenberg Lions,15.0,1,Strafe,2022
Lichtenberg Lions,16.0,6,1-Extra-Punkt,2022
Lichtenberg Lions,16.0,9,Touchdown,2022
Lichtenberg Lions,16.0,1,2-Extra-Punkte,2022
Lichtenberg Lions,16.0,5,First Down,2022
Lichtenberg Lions,17.0,5,Touchdown,2022
Lichtenberg Lions,17.0,6,First Down,2022
Lichtenberg Lions,19.0,4,First Down,2022
Lichtenberg Lions,19.0,14,1-Extra-Punkt,2022
Lichtenberg Lions,19.0,2,Interception,2022
Lichtenberg Lions,19.0,1,Safety (+2),2022
Lichtenberg Lions,19.0,34,Touchdown,2022
Lichtenberg Lions,21.0,3,First Down,2022
Lichtenberg Lions,21.0,11,1-Extra-Punkt,2022
Lichtenberg Lions,21.0,2,Interception,2022
Lichtenberg Lions,21.0,23,Touchdown,2022
Lichtenberg Lions,22.0,1,First Down,2022
Lichtenberg Lions,24.0,5,Interception,2022
Lichtenberg Lions,24.0,1,First Down,2022
Lichtenberg Lions,24.0,13,Touchdown,2022
Lichtenberg Lions,24.0,1,Strafe,2022
Lichtenberg Lions,24.0,7,1-Extra-Punkt,2022
Lichtenberg Lions,24.0,1,2-Extra-Punkte,2022
Lichtenberg Lions,25.0,3,Strafe,2022
Lichtenberg Lions,25.0,5,1-Extra-Punkt,2022
Lichtenberg Lions,25.0,1,First Down,2022
Lichtenberg Lions,25.0,2,Touchdown,2022
Lichtenberg Lions,27.0,3,Strafe,2022
Lichtenberg Lions,33.0,1,2-Extra-Punkte,2022
Lichtenberg Lions,33.0,5,Interception,2022
Lichtenberg Lions,33.0,6,1-Extra-Punkt,2022
Lichtenberg Lions,33.0,4,First Down,2022
Lichtenberg Lions,33.0,12,Touchdown,2022
Lichtenberg Lions,33.0,1,Safety (+2),2022
Lichtenberg Lions,34.0,1,Strafe,2022
Lichtenberg Lions,43.0,7,First Down,2022
Lichtenberg Lions,43.0,23,Touchdown,2022
Lichtenberg Lions,43.0,2,2-Extra-Punkte,2022
Lichtenberg Lions,43.0,1,Interception,2022
Lichtenberg Lions,43.0,11,1-Extra-Punkt,2022
Lichtenberg Lions,43.0,2,Strafe,2022
Lichtenberg Lions,80.0,3,1-Extra-Punkt,2022
Lichtenberg Lions,80.0,4,First Down,2022
Lichtenberg Lions,80.0,6,Touchdown,2022
Lichtenberg Lions,81.0,1,First Down,2022
Lichtenberg Lions,81.0,3,Touchdown,2022
Lichtenberg Lions,81.0,1,Interception,2022
Lichtenberg Lions,1.0,6,Strafe,2023
Lichtenberg Lions,1.0,6,1-Extra-Punkt,2023
Lichtenberg Lions,1.0,11,2-Extra-Punkte,2023
Lichtenberg Lions,1.0,30,Touchdown,2023
Lichtenberg Lions,1.0,26,First Down,2023
Lichtenberg Lions,2.0,3,First Down,2023
Lichtenberg Lions,2.0,4,Strafe,2023
Lichtenberg Lions,2.0,1,1-Extra-Punkt,2023
Lichtenberg Lions,3.0,5,2-Extra-Punkte,2023
Lichtenberg Lions,3.0,24,Touchdown,2023
Lichtenberg Lions,3.0,17,First Down,2023
Lichtenberg Lions,3.0,3,Strafe,2023
Lichtenberg Lions,3.0,10,1-Extra-Punkt,2023
Lichtenberg Lions,4.0,1,Strafe,2023
Lichtenberg Lions,4.0,4,1-Extra-Punkt,2023
Lichtenberg Lions,4.0,5,Touchdown,2023
Lichtenberg Lions,5.0,1,2-Extra-Punkte,2023
Lichtenberg Lions,5.0,1,Strafe,2023
Lichtenberg Lions,5.0,3,Touchdown,2023
Lichtenberg Lions,5.0,4,First Down,2023
Lichtenberg Lions,7.0,4,Interception,2023
Lichtenberg Lions,7.0,1,Strafe,2023
Lichtenberg Lions,8.0,1,Touchdown,2023
Lichtenberg Lions,8.0,4,Interception,2023
Lichtenberg Lions,8.0,1,Strafe,2023
Lichtenberg Lions,9.0,1,Strafe,2023
Lichtenberg Lions,9.0,1,Interception,2023
Lichtenberg Lions,11.0,1,Strafe,2023
Lichtenberg Lions,13.0,2,First Down,2023
Lichtenberg Lions,13.0,3,Touchdown,2023
Lichtenberg Lions,13.0,5,1-Extra-Punkt,2023
Lichtenberg Lions,16.0,1,1-Extra-Punkt,2023
Lichtenberg Lions,16.0,1,Strafe,2023
Lichtenberg Lions,17.0,4,Interception,2023
Lichtenberg Lions,19.0,8,1-Extra-Punkt,2023
Lichtenberg Lions,19.0,4,Strafe,2023
Lichtenberg Lions,19.0,3,Interception,2023
Lichtenberg Lions,19.0,15,First Down,2023
Lichtenberg Lions,19.0,34,Touchdown,2023
Lichtenberg Lions,19.0,9,2-Extra-Punkte,2023
Lichtenberg Lions,22.0,1,Strafe,2023
Lichtenberg Lions,24.0,5,First Down,2023
Lichtenberg Lions,24.0,2,Strafe,2023
Lichtenberg Lions,24.0,7,Touchdown,2023
Lichtenberg Lions,24.0,1,2-Extra-Punkte,2023
Lichtenberg Lions,26.0,1,Touchdown,2023
Lichtenberg Lions,26.0,13,Interception,2023
Lichtenberg Lions,26.0,2,Strafe,2023
Lichtenberg Lions,27.0,4,Interception,2023
Lichtenberg Lions,28.0,4,2-Extra-Punkte,2023
Lichtenberg Lions,28.0,3,Strafe,2023
Lichtenberg Lions,28.0,3,1-Extra-Punkt,2023
Lichtenberg Lions,28.0,11,Touchdown,2023
Lichtenberg Lions,28.0,9,First Down,2023
Lichtenberg Lions,29.0,1,First Down,2023
Lichtenberg Lions,33.0,1,First Down,2023
Lichtenberg Lions,42.0,1,Strafe,2023
Lichtenberg Lions,42.0,1,1-Extra-Punkt,2023
Lichtenberg Lions,42.0,3,First Down,2023
Lichtenberg Lions,42.0,3,Touchdown,2023
Lichtenberg Lions,43.0,1,2-Extra-Punkte,2023
Lichtenberg Lions,43.0,8,1-Extra-Punkt,2023
Lichtenberg Lions,43.0,6,First Down,2023
Lichtenberg Lions,43.0,5,Touchdown,2023
Lichtenberg Lions,55.0,1,Touchdown,2023
Lichtenberg Lions,80.0,1,Strafe,2023
Lichtenberg Lions,81.0,1,Strafe,2023
Lichtenberg Lions,81.0,6,Interception,2023
Lichtenberg Lions,81.0,1,Touchdown,2023
Lichtenberg Lions,95.0,1,First Down,2023
Lichtenberg Lions,95.0,6,Interception,2023
Lichtenberg Lions,95.0,4,Touchdown,2023
Lichtenberg Lions,1.0,26,Touchdown,2024
Lichtenberg Lions,1.0,3,1-Extra-Punkt,2024
Lichtenberg Lions,1.0,3,Strafe,2024
Lichtenberg Lions,1.0,19,First Down,2024
Lichtenberg Lions,1.0,1,Interception,2024
Lichtenberg Lions,1.0,22,2-Extra-Punkte,2024
Lichtenberg Lions,3.0,7,2-Extra-Punkte,2024
Lichtenberg Lions,3.0,24,Touchdown,2024
Lichtenberg Lions,3.0,2,1-Extra-Punkt,2024
Lichtenberg Lions,3.0,11,First Down,2024
Lichtenberg Lions,5.0,5,First Down,2024
Lichtenberg Lions,5.0,1,Strafe,2024
Lichtenberg Lions,7.0,2,Interception,2024
Lichtenberg Lions,8.0,1,Interception,2024
Lichtenberg Lions,13.0,1,2-Extra-Punkte,2024
Lichtenberg Lions,13.0,4,First Down,2024
Lichtenberg Lions,13.0,6,Touchdown,2024
Lichtenberg Lions,16.0,1,First Down,2024
Lichtenberg Lions,17.0,3,Interception,2024
Lichtenberg Lions,17.0,1,2-Extra-Punkte,2024
Lichtenberg Lions,17.0,1,First Down,2024
Lichtenberg Lions,17.0,1,Touchdown,2024
Lichtenberg Lions,19.0,21,First Down,2024
Lichtenberg Lions,19.0,32,Touchdown,2024
Lichtenberg Lions,19.0,2,1-Extra-Punkt,2024
Lichtenberg Lions,19.0,3,Interception,2024
Lichtenberg Lions,19.0,16,2-Extra-Punkte,2024
Lichtenberg Lions,19.0,1,Strafe,2024
Lichtenberg Lions,22.0,3,Interception,2024
Lichtenberg Lions,22.0,3,Strafe,2024
Lichtenberg Lions,22.0,1,Touchdown,2024
Lichtenberg Lions,23.0,1,Safety (+2),2024
Lichtenberg Lions,24.0,5,2-Extra-Punkte,2024
Lichtenberg Lions,24.0,2,Strafe,2024
Lichtenberg Lions,24.0,14,First Down,2024
Lichtenberg Lions,24.0,15,Touchdown,2024
Lichtenberg Lions,24.0,2,1-Extra-Punkt,2024
Lichtenberg Lions,26.0,6,Touchdown,2024
Lichtenberg Lions,26.0,10,Interception,2024
Lichtenberg Lions,26.0,2,2-Extra-Punkte,2024
Lichtenberg Lions,26.0,2,Strafe,2024
Lichtenberg Lions,26.0,2,First Down,2024
Lichtenberg Lions,27.0,1,Interception,2024
Lichtenberg Lions,28.0,1,Strafe,2024
Lichtenberg Lions,28.0,5,First Down,2024
Lichtenberg Lions,28.0,2,Touchdown,2024
Lichtenberg Lions,28.0,1,2-Extra-Punkte,2024
Lichtenberg Lions,28.0,1,Interception,2024
Lichtenberg Lions,40.0,2,Interception,2024
Lichtenberg Lions,42.0,1,1-Extra-Punkt,2024
Lichtenberg Lions,42.0,1,Touchdown,2024
Lichtenberg Lions,81.0,3,Strafe,2024
Lichtenberg Lions,81.0,5,Interception,2024
Lichtenberg Lions,81.0,1,Touchdown,2024
Lichtenberg Lions,85.0,1,First Down,2024
Lichtenberg Lions,85.0,1,1-Extra-Punkt,2024
Lichtenberg Lions,95.0,1,2-Extra-Punkte,2024
Lichtenberg Lions,95.0,6,Touchdown,2024
Lichtenberg Lions,95.0,1,Strafe,2024
Lichtenberg Lions,95.0,9,First Down,2024
Lichtenberg Lions,95.0,4,Interception,2024
Lichtenberg Lions,95.0,1,1-Extra-Punkt,2024
Lichtenberg Lions 2,1.0,1,Interception,2024
Lichtenberg Lions 2,7.0,1,First Down,2024
Lichtenberg Lions 2,9.0,2,Interception,2024
Lichtenberg Lions 2,9.0,2,Touchdown,2024
Lichtenberg Lions 2,9.0,2,First Down,2024
Lichtenberg Lions 2,10.0,2,First Down,2024
Lichtenberg Lions 2,10.0,1,2-Extra-Punkte,2024
Lichtenberg Lions 2,12.0,7,Interception,2024
Lichtenberg Lions 2,13.0,1,Strafe,2024
Lichtenberg Lions 2,13.0,10,First Down,2024
Lichtenberg Lions 2,13.0,2,2-Extra-Punkte,2024
Lichtenberg Lions 2,13.0,9,Touchdown,2024
Lichtenberg Lions 2,13.0,3,1-Extra-Punkt,2024
Lichtenberg Lions 2,14.0,6,2-Extra-Punkte,2024
Lichtenberg Lions 2,14.0,5,Touchdown,2024
Lichtenberg Lions 2,14.0,1,Strafe,2024
Lichtenberg Lions 2,14.0,3,First Down,2024
Lichtenberg Lions 2,15.0,6,First Down,2024
Lichtenberg Lions 2,15.0,1,2-Extra-Punkte,2024
Lichtenberg Lions 2,15.0,3,Touchdown,2024
Lichtenberg Lions 2,15.0,1,Strafe,2024
Lichtenberg Lions 2,19.0,1,Strafe,2024
Lichtenberg Lions 2,19.0,2,First Down,2024
Lichtenberg Lions 2,19.0,4,Touchdown,2024
Lichtenberg Lions 2,20.0,4,Interception,2024
Lichtenberg Lions 2,22.0,1,Interception,2024
Lichtenberg Lions 2,22.0,1,Strafe,2024
Lichtenberg Lions 2,22.0,2,First Down,2024
Lichtenberg Lions 2,22.0,7,Touchdown,2024
Lichtenberg Lions 2,23.0,1,Safety (+2),2024
Lichtenberg Lions 2,25.0,2,Touchdown,2024
Lichtenberg Lions 2,25.0,1,2-Extra-Punkte,2024
Lichtenberg Lions 2,25.0,2,Interception,2024
Lichtenberg Lions 2,25.0,3,First Down,2024
Lichtenberg Lions 2,27.0,1,First Down,2024
Lichtenberg Lions 2,27.0,3,Touchdown,2024
Lichtenberg Lions 2,27.0,2,Interception,2024
Lichtenberg Lions 2,42.0,2,First Down,2024
Lichtenberg Lions 2,42.0,2,Strafe,2024
Lichtenberg Lions 2,42.0,1,Touchdown,2024
Lichtenberg Lions 2,42.0,4,2-Extra-Punkte,2024
Lichtenberg Lions 2,43.0,4,Touchdown,2024
Lichtenberg Lions 2,43.0,1,Interception,2024
Lichtenberg Lions 2,43.0,5,First Down,2024
Lichtenberg Lions 2,43.0,2,Strafe,2024
Lichtenberg Lions 2,52.0,1,Strafe,2024
Lichtenberg Lions 2,52.0,2,Interception,2024
Lichtenberg Lions 2,86.0,3,First Down,2024
Lichtenberg Lions 2,86.0,1,2-Extra-Punkte,2024
Lichtenberg Lions 2,86.0,2,Touchdown,2024
Lichtenberg Lions 2,86.0,2,Interception,2024
Lichtenberg Lions 2,89.0,1,1-Extra-Punkt,2024
Lichtenberg Lions 2,89.0,4,First Down,2024
Lichtenberg Lions 2,89.0,8,Touchdown,2024
Lichtenberg Lions 2,90.0,1,2-Extra-Punkte,2024
Lichtenberg Lions 2,90.0,6,First Down,2024
Lichtenberg Lions 2,90.0,1,Touchdown,2024
Lichtenberg Lions 2,96.0,1,Touchdown,2024
Lichtenberg Lions 2,96.0,1,First Down,2024
Losheim Lakers,3.0,4,Touchdown,2024
Losheim Lakers,8.0,22,Touchdown,2024
Losheim Lakers,8.0,6,First Down,2024
Losheim Lakers,8.0,10,1-Extra-Punkt,2024
Losheim Lakers,9.0,2,Touchdown,2024
Losheim Lakers,10.0,5,First Down,2024
Losheim Lakers,10.0,5,Touchdown,2024
Losheim Lakers,10.0,1,1-Extra-Punkt,2024
Losheim Lakers,11.0,1,Touchdown,2024
Losheim Lakers,11.0,1,1-Extra-Punkt,2024
Losheim Lakers,11.0,2,Interception,2024
Losheim Lakers,13.0,2,Strafe,2024
Losheim Lakers,13.0,2,Interception,2024
Losheim Lakers,14.0,6,Touchdown,2024
Losheim Lakers,14.0,4,1-Extra-Punkt,2024
Losheim Lakers,14.0,1,Safety (+2),2024
Losheim Lakers,17.0,1,2-Extra-Punkte,2024
Losheim Lakers,17.0,9,Touchdown,2024
Losheim Lakers,17.0,9,1-Extra-Punkt,2024
Losheim Lakers,17.0,2,First Down,2024
Losheim Lakers,21.0,1,First Down,2024
Losheim Lakers,21.0,1,Touchdown,2024
Losheim Lakers,31.0,1,First Down,2024
Losheim Lakers,45.0,2,Interception,2024
Losheim Lakers,52.0,1,1-Extra-Punkt,2024
Losheim Lakers,55.0,1,Touchdown,2024
Losheim Lakers,55.0,7,Interception,2024
Losheim Lakers,77.0,2,1-Extra-Punkt,2024
Losheim Lakers,77.0,1,Interception,2024
Losheim Lakers,81.0,1,Safety (+2),2024
Losheim Lakers,81.0,1,1-Extra-Punkt,2024
Losheim Lakers,81.0,1,Interception,2024
Losheim Lakers,81.0,1,Strafe,2024
Losheim Lakers,89.0,1,Touchdown,2024
